"","state","Lat","Lon","Total","BNT","BNI","TBT","BBI","TBI","TBIR","year_start","year_end"
"268","VT",44.645,-72.837,119,0.134453782,0.025210084,0.680672268,0,0,0,1763,1820
"269","VT",44.642,-73.123,412,0.009708738,0.082524272,0.776699029,0.002427184,0.002427184,0.024271845,1763,1820
"270","VT",44.64,-71.62,130,0.230769231,0.007692308,0.63076923,0,0,0,1763,1820
"271","VT",44.621,-72.566,90,0.233333333,0.011111111,0.533333334,0,0.011111111,0,1763,1820
"272","VT",44.5933,-73.03,244,0.040983607,0,0.844262296,0,0,0,1763,1820
"273","VT",44.57,-72.46,56,0.303571428,0.017857143,0.624999999,0,0,0,1763,1820
"274","VT",44.5533,-72.9167,246,0.158536585,0,0.776422766,0,0,0,1763,1820
"275","VT",44.5467,-73.1767,264,0,0.223484849,0.640151515,0.022727273,0.003787879,0.068181818,1763,1820
"276","VT",44.54,-72.007,72,0.152777778,0.013888889,0.708333334,0,0,0,1763,1820
"277","VT",44.523,-73.056,205,0.029268293,0.112195122,0.697560976,0.014634146,0,0.034146341,1763,1820
"278","VT",44.4967,-72.5133,448,0.325892857,0,0.551339286,0.002232143,0,0,1763,1820
"279","VT",44.4933,-72.8017,193,0.113989637,0,0.787564766,0,0,0,1763,1820
"280","VT",44.48,-72.24,52,0.307692308,0,0.615384615,0,0,0,1763,1820
"281","VT",44.478,-72.969,341,0.049853372,0.026392962,0.850439884,0.005865103,0,0,1763,1820
"282","VT",44.4705,-71.7202,94,0.404255319,0.021276596,0.457446808,0,0,0,1763,1820
"283","VT",44.46,-73.19,240,0.058333333,0.183333334,0.570833333,0.004166667,0.004166667,0.066666667,1763,1820
"284","VT",44.44,-72.0033,90,0.077777777,0.011111111,0.677777778,0.011111111,0,0,1763,1820
"285","VT",44.4317,-72.1583,285,0.192982456,0.010526316,0.754385965,0,0,0,1763,1820
"286","VT",44.431,-73.087,318,0.006289308,0.031446541,0.827044026,0.003144654,0.006289308,0.012578616,1763,1820
"287","VT",44.4067,-72.8617,153,0.333333333,0,0.562091503,0,0.013071895,0.006535948,1763,1820
"288","VT",44.405,-72.295,82,0.304878048,0.036585366,0.609756098,0,0,0,1763,1820
"289","VT",44.3854,-72.7443,185,0.108108108,0.016216216,0.610810811,0,0,0,1763,1820
"290","VT",44.385,-73.21,61,0,0.016393443,0.803278687,0,0.016393443,0.032786885,1763,1820
"291","VT",44.3804,-71.9617,62,0.241935484,0.080645161,0.500000001,0,0,0.032258065,1763,1820
"292","VT",44.37,-72.4633,167,0.149700599,0,0.688622755,0,0,0,1763,1820
"293","VT",44.3617,-73.05667,122,0.06557377,0.016393443,0.803278687,0,0.016393443,0.016393443,1763,1820
"294","VT",44.3347,-72.6335,147,0.204081632,0.013605442,0.551020408,0,0,0,1763,1820
"295","VT",44.33,-72.2,88,0.397727273,0,0.534090909,0,0,0,1763,1820
"296","VT",44.325,-72.079,121,0.082644628,0.099173553,0.644628099,0,0.008264463,0,1763,1820
"297","VT",44.324,-72.95,378,0.063492063,0.005291005,0.772486772,0,0,0.002645503,1763,1820
"298","VT",44.3111,-73.228,274,0,0.065693431,0.806569342,0.00729927,0,0.02189781,1763,1820
"299","VT",44.3067,-72.82,228,0.214912281,0,0.662280701,0,0.00877193,0,1763,1820
"300","VT",44.3,-72.37,76,0.302631579,0.013157895,0.57894737,0,0,0,1763,1820
"301","VT",44.285,-72.52,186,0.123655914,0,0.655913978,0,0,0,1763,1820
"302","VT",44.2596,-72.7198,780,0.191025641,0,0.669230769,0,0,0,1763,1820
"303","VT",44.24,-73.02,81,0.234567901,0.012345679,0.604938271,0.012345679,0.012345679,0,1763,1820
"304","VT",44.2383,-72.23,941,0.2858661,0.004250798,0.547290117,0,0,0,1763,1820
"305","VT",44.226,-72.115,591,0.104906938,0.0321489,0.668358715,0.001692047,0,0.003384095,1763,1820
"306","VT",44.2167,-73.2433,104,0.028846154,0.115384616,0.663461537,0.009615385,0.01923077,0.076923077,1763,1820
"307","VT",44.21,-72.61,98,0.12244898,0.020408163,0.6122449,0,0,0,1763,1820
"308","VT",44.18,-73.1,191,0.02617801,0.062827225,0.795811517,0.005235602,0,0.015706806,1763,1820
"309","VT",44.14,-73.32,196,0,0.168367347,0.576530612,0,0.025510204,0.183673469,1763,1820
"310","VT",44.1318,-72.3843,96,0.104166667,0.010416667,0.812500001,0,0,0,1763,1820
"311","VT",44.114,-72.127,309,0.04854369,0.100323625,0.501618124,0.003236246,0.006472492,0.084142395,1763,1820
"312","VT",44.11,-73.18,388,0,0.092783505,0.716494845,0,0.005154639,0.028350515,1763,1820
"313","VT",44.11,-72.54,57,0.052631579,0,0.736842106,0,0,0.01754386,1763,1820
"314","VT",44.1028,-72.8528,163,0.300613497,0,0.662576688,0,0,0,1763,1820
"315","VT",44.077,-73.335,147,0,0.108843537,0.680272109,0.027210884,0.013605442,0.115646259,1763,1820
"316","VT",44.0405,-73.225,304,0,0.118421053,0.723684211,0,0.006578947,0.042763158,1763,1820
"317","VT",44.0396,-72.299,250,0.104,0,0.764,0,0,0,1763,1820
"318","VT",44.034,-72.589,93,0.021505376,0,0.903225807,0,0.010752688,0,1763,1820
"319","VT",44.014,-72.165,100,0.01,0.03,0.68,0,0,0.01,1763,1820
"320","VT",44.0068,-73.1165,170,0.023529412,0.029411765,0.694117647,0.005882353,0.005882353,0.029411765,1763,1820
"321","VT",43.99,-73.01,161,0.366459627,0.00621118,0.54658385,0,0.00621118,0,1763,1820
"322","VT",43.984,-73.339,139,0,0.057553957,0.762589929,0.014388489,0.021582734,0.107913669,1763,1820
"323","VT",43.972,-73.213,598,0.001672241,0.065217391,0.760869565,0,0.011705686,0.005016722,1763,1820
"324","VT",43.952,-72.623,86,0.069767442,0,0.709302326,0,0,0,1763,1820
"325","VT",43.95,-72.3,229,0.069868995,0,0.772925763,0,0,0.008733624,1763,1820
"326","VT",43.9317,-72.205,239,0.020920502,0,0.652719666,0,0,0.008368201,1763,1820
"327","VT",43.92,-72.91,258,0.244186047,0,0.713178295,0,0.003875969,0,1763,1820
"328","VT",43.92,-73.12,333,0.012012012,0.096096096,0.699699699,0,0.006006006,0.048048048,1763,1820
"329","VT",43.901,-72.4875,148,0.006756757,0,0.743243244,0,0,0,1763,1820
"330","VT",43.88,-73.3067,516,0,0.112403101,0.736434107,0.021317829,0.013565891,0.081395349,1763,1820
"331","VT",43.8733,-72.3617,77,0.012987013,0,0.870129871,0,0,0,1763,1820
"332","VT",43.85,-72.67,139,0.079136691,0,0.697841726,0,0,0,1763,1820
"333","VT",43.835,-73.185,173,0,0.12716763,0.670520232,0.005780347,0.005780347,0.023121387,1763,1820
"334","VT",43.805,-73.2967,426,0,0.11971831,0.687793427,0,0.009389671,0.049295775,1763,1820
"335","VT",43.7883,-72.4567,371,0.005390836,0.008086253,0.811320754,0,0,0.02425876,1763,1820
"336","VT",43.778,-72.94,97,0.175257732,0,0.804123712,0,0,0,1763,1820
"337","VT",43.752,-72.324,176,0,0.090909091,0.47159091,0,0.005681818,0.022727273,1763,1820
"338","VT",43.73,-72.626,506,0.106719368,0,0.679841897,0,0.001976285,0.001976285,1763,1820
"339","VT",43.7217,-73.3117,676,0,0.035502959,0.701183432,0,0.01331361,0.026627219,1763,1820
"340","VT",43.71,-73.0333,1019,0.036310108,0.040235525,0.765456331,0.008832188,0.000981354,0.058881256,1763,1820
"341","VT",43.7067,-73.175,437,0,0.043478261,0.697940504,0.006864989,0,0.029748284,1763,1820
"342","VT",43.6675,-72.3858,85,0.011764706,0.117647059,0.482352942,0,0,0.094117647,1763,1820
"343","VT",43.653,-72.806,48,0.291666666,0,0.541666667,0,0,0,1763,1820
"344","VT",43.6467,-72.9083,188,0.170212766,0,0.70212766,0,0,0,1763,1820
"345","VT",43.631,-73.335,660,0.003030303,0.077272727,0.633333334,0,0.013636364,0.072727273,1763,1820
"346","VT",43.62,-72.67,245,0.146938776,0,0.70612245,0,0,0,1763,1820
"347","VT",43.62,-73.016,351,0.014245014,0.062678063,0.754985754,0.008547009,0.002849003,0.054131054,1763,1820
"348","VT",43.596,-72.556,130,0.030769231,0,0.761538463,0,0,0,1763,1820
"349","VT",43.5333,-72.99,517,0.00967118,0.011605416,0.812379112,0,0,0.017408124,1763,1820
"350","VT",43.53,-73.19,653,0.003062787,0.006125574,0.877488514,0.001531394,0.012251149,0.039816233,1763,1820
"351","VT",43.53,-72.7233,567,0.165784832,0.001763668,0.682539682,0,0.003527337,0.007054674,1763,1820
"352","VT",43.515,-72.865,642,0.250778817,0,0.671339563,0,0.003115265,0.001557632,1763,1820
"353","VT",43.5017,-72.5867,332,0.111445783,0,0.73493976,0,0.003012048,0,1763,1820
"354","VT",43.4517,-73.07,182,0.065934066,0,0.895604394,0,0,0,1763,1820
"355","VT",43.428,-73.203,742,0.004043127,0.052560647,0.75606469,0.004043127,0.014824798,0.103773585,1763,1820
"356","VT",43.407,-72.7636,339,0.271386431,0,0.631268437,0,0,0.002949853,1763,1820
"357","VT",43.4,-72.6,61,0.147540984,0,0.672131147,0,0,0,1763,1820
"358","VT",43.3517,-73.0367,180,0.177777778,0,0.755555557,0,0.016666667,0,1763,1820
"359","VT",43.351,-72.965,204,0.019607843,0.009803922,0.627450981,0.004901961,0.009803922,0.004901961,1763,1820
"360","VT",43.3467,-73.1733,819,0.007326007,0.012210012,0.847374847,0.004884005,0.010989011,0.043956044,1763,1820
"361","VT",43.29,-72.48,84,0.011904762,0.035714286,0.619047619,0,0,0.011904762,1763,1820
"362","VT",43.289,-72.618,228,0.048245614,0.004385965,0.587719298,0,0,0.004385965,1763,1820
"363","VT",43.267,-73.183,241,0.004149378,0,0.941908714,0.008298755,0.004149378,0.024896266,1763,1820
"364","VT",43.2567,-73.0567,431,0.027842227,0.002320186,0.911832946,0,0.002320186,0.018561485,1763,1820
"365","VT",43.191,-72.763,203,0.256157635,0,0.453201969,0,0,0,1763,1820
"366","VT",43.18,-73.0767,119,0.168067227,0,0.697478992,0,0,0.025210084,1763,1820
"367","VT",43.17,-73.1983,275,0.029090909,0.003636364,0.716363636,0.010909091,0.007272727,0.225454545,1763,1820
"368","VT",43.1667,-72.9333,144,0.194444444,0,0.618055556,0,0,0,1763,1820
"369","VT",43.085,-73.0483,219,0.351598173,0,0.520547946,0.00913242,0.01826484,0.00456621,1763,1820
"370","VT",43.077,-73.218,573,0.010471204,0.005235602,0.705061081,0.006980803,0.005235602,0.239092496,1763,1820
"371","VT",43.069,-72.938,93,0.344086021,0,0.559139784,0,0,0,1763,1820
"372","VT",43.065,-72.6583,149,0.046979866,0,0.610738255,0,0,0.006711409,1763,1820
"373","VT",43.0534,-72.514,746,0,0.042895442,0.601876676,0.002680965,0.00536193,0.030831099,1763,1820
"374","VT",42.995,-72.54,255,0.003921569,0.043137255,0.462745098,0.007843137,0,0.074509804,1763,1820
"375","VT",42.8913,-73.078,73,0.260273973,0,0.547945205,0,0,0,1763,1820
"376","VT",42.88,-72.8917,584,0.171232877,0,0.618150686,0,0,0,1763,1820
"377","VT",42.877,-72.747,772,0.094559585,0.001295337,0.608808291,0,0.002590674,0.027202073,1763,1820
"378","VT",42.86,-72.623,108,0,0.037037037,0.583333334,0.009259259,0,0.055555556,1763,1820
"379","VT",42.7883,-73.2167,253,0.011857708,0.059288538,0.470355731,0.035573123,0.031620553,0.359683794,1763,1820
"380","VT",42.784,-72.868,529,0.147448015,0,0.61436673,0,0.001890359,0,1763,1820
"381","VT",42.78,-72.62,102,0,0.009803922,0.627450982,0,0,0.019607843,1763,1820
"382","VT",42.779,-72.7458,111,0.09009009,0,0.549549549,0,0,0.009009009,1763,1820
"383","VT",42.7526,-72.52815,74,0,0.108108108,0.391891893,0.027027027,0.067567568,0.283783784,1763,1820
"384","MA",42.87,-70.99,258,0,0.065891473,0.182170543,0,0.058139535,0.658914729,1623,1835
"385","MA",42.8448,-70.8622,107,0,0.214953271,0.224299066,0,0.028037383,0.439252336,1623,1835
"386","MA",42.8,-71.1,459,0,0.159041394,0.174291938,0.008714597,0.030501089,0.60130719,1623,1835
"387","MA",42.7932,-70.898,92,0,0.010869565,0.086956521,0.02173913,0.097826087,0.739130435,1623,1835
"388","MA",42.7182,-70.9278,54,0,0.055555556,0.166666668,0.055555556,0.12962963,0.592592593,1623,1835
"389","MA",42.6933,-73.2317,517,0.001934236,0.023210832,0.767891683,0,0.01934236,0.135396518,1623,1835
"390","MA",42.685,-72.45,89,0.02247191,0.168539326,0.15730337,0,0.04494382,0.573033708,1623,1835
"391","MA",42.685,-72.716,165,0,0,0.612121212,0.006060606,0.018181818,0.012121212,1623,1835
"392","MA",42.6838,-71.3077,102,0,0.490196078,0.029411765,0.009803922,0,0.470588235,1623,1835
"393","MA",42.6817,-72.1917,198,0.053030303,0.181818182,0.378787878,0.04040404,0.005050505,0.060606061,1623,1835
"394","MA",42.68,-71.75,216,0.00462963,0.291666667,0.416666666,0.009259259,0,0.236111111,1623,1835
"395","MA",42.678,-71.01183,93,0,0.043010753,0.043010753,0,0.075268817,0.806451613,1623,1835
"396","MA",42.6767,-72.05,146,0.04109589,0.260273973,0.404109588,0,0.01369863,0,1623,1835
"397","MA",42.6617,-73.115,90,0.044444444,0.011111111,0.766666666,0.022222222,0,0.088888889,1623,1835
"398","MA",42.65983,-70.835167,609,0,0.133004926,0.22003284,0.006568144,0.042692939,0.389162562,1623,1835
"399","MA",42.6578,-71.1313,3153,0,0.040596258,0.093244529,0.004123057,0.13320647,0.720900729,1623,1835
"400","MA",42.64,-70.9412,125,0,0.032,0.12,0.048,0.088,0.704,1623,1835
"401","MA",42.64,-72.82,229,0,0.074235808,0.49344978,0.004366812,0.013100437,0.122270742,1623,1835
"402","MA",42.63,-72.58,111,0.072072072,0.162162162,0.261261261,0.009009009,0.036036036,0.342342342,1623,1835
"403","MA",42.63,-72.32,53,0,0.075471698,0.62264151,0,0,0.075471698,1623,1835
"404","MA",42.6297,-70.6725,370,0,0.210810811,0.118918919,0,0.016216216,0.375675676,1623,1835
"405","MA",42.6157,-71.5833,293,0.003412969,0.389078498,0.058020477,0.003412969,0.034129693,0.508532423,1623,1835
"406","MA",42.6017,-71.7733,106,0,0.216981132,0.330188679,0.037735849,0.028301887,0.320754717,1623,1835
"407","MA",42.595,-72.215,281,0,0.352313167,0.266903914,0.021352313,0.010676157,0.163701068,1623,1835
"408","MA",42.59,-71.38,938,0.001066098,0.12793177,0.019189765,0.008528785,0.095948827,0.747334755,1623,1835
"409","MA",42.58,-72.91,100,0.03,0,0.73,0,0,0,1623,1835
"410","MA",42.57,-70.91,1030,0.000970874,0.201941748,0.168932039,0.008737864,0.038834951,0.490291262,1623,1835
"411","MA",42.57,-72.08,202,0.01980198,0.163366337,0.495049505,0.02970297,0.004950495,0.034653465,1623,1835
"412","MA",42.56,-71.13,113,0.008849558,0.292035398,0.221238938,0,0.061946903,0.398230088,1623,1835
"413","MA",42.5552,-71.2595,998,0.017034068,0.322645291,0.084168337,0.00501002,0.018036072,0.544088176,1623,1835
"414","MA",42.55,-72.41,131,0.022900763,0.038167939,0.595419847,0.022900763,0.038167939,0.083969466,1623,1835
"415","MA",42.55,-71.92,245,0.044897959,0.073469388,0.522448981,0.024489796,0,0.07755102,1623,1835
"416","MA",42.545,-72.5183,165,0.018181818,0.157575758,0.169696969,0.012121212,0.066666667,0.551515152,1623,1835
"417","MA",42.53,-73.23,109,0,0,0.798165139,0,0,0.009174312,1623,1835
"418","MA",42.525,-71.7767,254,0,0.137795276,0.200787401,0.019685039,0.019685039,0.594488189,1623,1835
"419","MA",42.52,-72.82,464,0.034482759,0,0.69827586,0.002155172,0.002155172,0.017241379,1623,1835
"420","MA",42.51,-72.71,114,0.00877193,0.00877193,0.666666665,0,0.00877193,0.043859649,1623,1835
"421","MA",42.51,-73.04,68,0.132352941,0,0.705882352,0,0,0,1623,1835
"422","MA",42.49,-71.57,166,0,0.090361446,0.054216868,0.018072289,0.084337349,0.746987952,1623,1835
"423","MA",42.482,-72.0033,74,0.027027027,0.378378378,0.310810812,0.054054054,0.027027027,0.121621622,1623,1835
"424","MA",42.48,-72.49,156,0.019230769,0.070512821,0.192307692,0.019230769,0.057692308,0.634615385,1623,1835
"425","MA",42.48,-71,113,0,0.14159292,0.070796461,0.017699115,0.061946903,0.681415929,1623,1835
"426","MA",42.48,-72.3233,63,0.079365079,0.396825397,0.174603175,0,0.031746032,0.317460317,1623,1835
"427","MA",42.48,-72.19,359,0,0.225626741,0.311977716,0.04178273,0.011142061,0.311977716,1623,1835
"428","MA",42.48,-71.17,91,0,0.153846154,0.208791209,0.010989011,0.032967033,0.582417582,1623,1835
"429","MA",42.4667,-72.5583,115,0,0.217391304,0.165217391,0.017391304,0.060869565,0.513043478,1623,1835
"430","MA",42.46,-71.69,198,0,0.156565657,0.06060606,0.005050505,0.025252525,0.747474747,1623,1835
"431","MA",42.46,-72.42,188,0.005319149,0.10106383,0.420212766,0.010638298,0.021276596,0.335106383,1623,1835
"432","MA",42.4583,-71.8767,426,0.004694836,0.218309859,0.375586855,0.042253521,0.028169014,0.262910798,1623,1835
"433","MA",42.4557,-71.3617,343,0,0.172011662,0.078717202,0,0.174927114,0.574344023,1623,1835
"434","MA",42.45,-73.28,185,0.005405405,0.021621622,0.627027027,0.010810811,0.010810811,0.021621622,1623,1835
"435","MA",42.44,-72.89,113,0.17699115,0,0.672566372,0,0,0,1623,1835
"436","MA",42.435,-71.6107,186,0,0.161290323,0.059139784,0.005376344,0.053763441,0.720430108,1623,1835
"437","MA",42.43,-73.06,47,0.191489362,0,0.702127659,0,0,0,1623,1835
"438","MA",42.4233,-72.1033,50,0,0.12,0.3,0.04,0.02,0.44,1623,1835
"439","MA",42.42,-71.51,602,0.00166113,0.327242525,0.028239202,0.014950166,0.019933555,0.606312292,1623,1835
"440","MA",42.3955,-71.1587,130,0,0.069230769,0.053846154,0.007692308,0.084615385,0.776923077,1623,1835
"441","MA",42.39,-73.37,90,0,0.022222222,0.744444444,0,0.011111111,0.155555556,1623,1835
"442","MA",42.3833,-72.4083,241,0,0.199170124,0.257261411,0.045643154,0.062240664,0.423236515,1623,1835
"443","MA",42.3783,-71.97,91,0.010989011,0.098901099,0.395604396,0.021978022,0.010989011,0.351648352,1623,1835
"444","MA",42.3782,-73.2723,163,0,0.006134969,0.687116565,0,0.030674847,0.190184049,1623,1835
"445","MA",42.3772,-71.397,142,0.007042254,0.161971831,0.049295775,0.021126761,0.070422535,0.683098592,1623,1835
"446","MA",42.36,-72.31,231,0.012987013,0.562770563,0.164502165,0,0.004329004,0.246753247,1623,1835
"447","MA",42.36,-72.21,171,0,0.269005848,0.11111111,0.01754386,0.052631579,0.538011696,1623,1835
"448","MA",42.355,-71.86,535,0,0.248598131,0.207476636,0.022429907,0.020560748,0.424299065,1623,1835
"449","MA",42.3483,-72.0467,192,0,0.078125,0.109375,0.026041667,0.046875,0.713541667,1623,1835
"450","MA",42.34,-71.11,122,0,0.016393443,0.131147542,0,0.213114754,0.606557377,1623,1835
"451","MA",42.3117,-73.2383,388,0.00257732,0.036082474,0.582474227,0.00257732,0.015463918,0.069587629,1623,1835
"452","MA",42.31,-73.35,226,0.004424779,0.084070796,0.548672567,0.026548673,0.022123894,0.115044248,1623,1835
"453","MA",42.3068,-71.7225,676,0,0.24852071,0.144970414,0.020710059,0.054733728,0.528106509,1623,1835
"454","MA",42.3,-72.91,412,0,0,0.643203883,0,0.012135922,0.002427184,1623,1835
"455","MA",42.2926,-71.1283,162,0,0.018518519,0.098765433,0.012345679,0.148148148,0.722222222,1623,1835
"456","MA",42.29,-73.07,774,0.062015504,0.006459948,0.639534884,0,0.00129199,0.003875969,1623,1835
"457","MA",42.287,-71.3572,105,0,0.057142857,0.057142857,0.00952381,0.076190476,0.8,1623,1835
"458","MA",42.2805,-71.808,240,0,0.075,0.125000001,0.0125,0.033333333,0.729166667,1623,1835
"459","MA",42.28,-72.41,158,0,0.405063291,0.139240507,0,0.03164557,0.392405063,1623,1835
"460","MA",42.28,-72.7,610,0.057377049,0.17704918,0.188524589,0.026229508,0.040983607,0.450819672,1623,1835
"461","MA",42.268,-72.5042,904,0.007743363,0.216814159,0.152654867,0.013274336,0.071902655,0.530973451,1623,1835
"462","MA",42.2593,-72.5862,288,0.003472222,0.329861111,0.059027777,0.013888889,0.038194444,0.538194444,1623,1835
"463","MA",42.2463,-72.1163,1335,0.004494382,0.090636704,0.102621723,0.011235955,0.047191012,0.737078652,1623,1835
"464","MA",42.2407,-71.9508,306,0.003267974,0.107843137,0.434640524,0,0,0.31372549,1623,1835
"465","MA",42.24,-71.24,116,0,0.060344828,0.224137931,0.00862069,0.060344828,0.594827586,1623,1835
"466","MA",42.2395,-71.0845,67,0,0.014925373,0.104477611,0.014925373,0.194029851,0.656716418,1623,1835
"467","MA",42.23,-73.21,248,0.092741935,0.012096774,0.548387097,0,0,0.008064516,1623,1835
"468","MA",42.2235,-71.5442,93,0,0.096774194,0.096774193,0.010752688,0.032258065,0.731182796,1623,1835
"469","MA",42.21,-70.91,189,0.095238095,0.052910053,0.19047619,0,0.084656084,0.46031746,1623,1835
"470","MA",42.2033,-73.3633,136,0.014705882,0.125,0.294117647,0.029411765,0.029411765,0.360294118,1623,1835
"471","MA",42.203,-71.6823,343,0,0.239067055,0.110787172,0.034985423,0.026239067,0.588921283,1623,1835
"472","MA",42.2,-71.38,71,0,0.253521127,0.112676056,0.014084507,0.028169014,0.577464789,1623,1835
"473","MA",42.185,-72.3007,914,0.001094092,0.271334792,0.131291028,0.013129103,0.077680525,0.496717724,1623,1835
"474","MA",42.18,-70.8,513,0.050682261,0.062378168,0.362573099,0.001949318,0.064327486,0.442495127,1623,1835
"475","MA",42.17,-73.44,216,0,0.162037037,0.236111113,0.018518519,0.083333334,0.472222222,1623,1835
"476","MA",42.15,-71.77,136,0,0.139705882,0.117647059,0.007352941,0.036764706,0.691176471,1623,1835
"477","MA",42.1317,-71.9728,651,0,0.112135177,0.193548386,0.024577573,0.044546851,0.619047619,1623,1835
"478","MA",42.13,-72.53,827,0.006045949,0.246674728,0.067714631,0.020556227,0.027811366,0.622732769,1623,1835
"479","MA",42.12,-73.3617,2367,0.018166455,0.197296155,0.269539501,0.018588931,0.043514998,0.362484157,1623,1835
"480","MA",42.1185,-70.7233,96,0.010416667,0.21875,0.083333333,0,0.052083333,0.635416667,1623,1835
"481","MA",42.115,-73.1217,858,0.002331002,0.009324009,0.71095571,0.001165501,0.004662005,0.005827506,1623,1835
"482","MA",42.11,-72.24,2040,0.001470588,0.095588235,0.214215686,0.021078431,0.095588235,0.56127451,1623,1835
"483","MA",42.11,-71.58,1117,0,0.097582811,0.15487914,0.009847807,0.000895255,0.714413608,1623,1835
"484","MA",42.11,-72.78,166,0.006024096,0.126506024,0.228915662,0.006024096,0.024096386,0.542168675,1623,1835
"485","MA",42.1,-73.24,943,0.006362673,0.09650053,0.562036055,0.010604454,0.023329799,0.169671262,1623,1835
"486","MA",42.099,-72.0847,435,0,0.137931034,0.190804599,0.018390805,0.052873563,0.547126437,1623,1835
"487","MA",42.09,-73.46,613,0,0.040783034,0.551386623,0.008156607,0.011419249,0.301794454,1623,1835
"488","MA",42.08,-71.88,267,0,0.224719101,0.179775281,0.014981273,0.037453184,0.501872659,1623,1835
"489","MA",42.08,-72.97,127,0,0.015748031,0.653543306,0,0.023622047,0.125984252,1623,1835
"490","MA",42.06,-70.78,240,0.0625,0.091666667,0.154166667,0,0.05,0.620833333,1623,1835
"491","MA",42.0555,-71.3628,76,0,0.157894737,0.105263158,0.013157895,0.078947368,0.605263158,1623,1835
"492","MA",42.0163,-70.062,425,0,0.437647059,0.004705882,0,0,0.548235294,1623,1835
"493","MA",42.0007,-70.9763,2038,0.005888126,0.054955839,0.208047105,0.002453386,0.028949951,0.666339549,1623,1835
"494","MA",41.95,-71.12,530,0,0.079245283,0.166037736,0.00754717,0.043396226,0.630188679,1623,1835
"495","MA",41.9,-70.6817,722,0.04432133,0.189750693,0.088642659,0.005540166,0.048476454,0.608033241,1623,1835
"496","MA",41.89,-71.3,3104,0.00257732,0.019329897,0.211018041,0.010309278,0.078608248,0.660760309,1623,1835
"497","MA",41.8783,-70.8973,2210,0.074208145,0.113122172,0.197737556,0.019004525,0.023529412,0.530769231,1623,1835
"498","MA",41.847,-69.9808,624,0,0.371794872,0.004807692,0.001602564,0.022435897,0.552884615,1623,1835
"499","MA",41.75,-71.21,492,0,0.040650407,0.215447154,0,0.105691057,0.595528455,1623,1835
"500","MA",41.7377,-70.8313,113,0,0.424778761,0.088495575,0,0.044247788,0.442477876,1623,1835
"501","MA",41.7262,-70.5308,82,0,0.170731707,0.012195122,0,0.073170732,0.707317073,1623,1835
"502","MA",41.722,-70.062,85,0,0.364705882,0,0,0.023529412,0.576470588,1623,1835
"503","MA",41.6955,-70.1858,548,0,0.698905109,0.003649635,0,0.005474453,0.237226277,1623,1835
"504","MA",41.6803,-70.3505,261,0,0.471264368,0.011494253,0,0.01532567,0.448275862,1623,1835
"505","MA",41.6747,-70.8257,2245,0.008908686,0.332293987,0.110022272,0.00311804,0.026726058,0.514922049,1623,1835
"506","MA",41.63,-70.99,2062,0.023278371,0.193986421,0.159068865,0.013579049,0.080019399,0.498060136,1623,1835
"507","MA",41.5987,-70.5898,156,0,0.269230769,0,0,0.115384615,0.58974359,1623,1835
"508","MA",41.396,-70.5993,68,0,0.161764706,0,0,0.058823529,0.764705882,1623,1835
"509","MA",41.273,-70.05,47,0,0,0,0,0.340425532,0.468085106,1623,1835
"510","CT",42.0008,-72.68917,280,0.003571429,0.107142857,0.135714286,0.014285714,0.060714286,0.671428571,1642,1818
"511","CT",41.996,-72.1657,122,0.032786885,0.172131148,0.24590164,0.016393443,0.057377049,0.418032787,1642,1818
"512","CT",41.9918,-73.428,1603,0.012476606,0.042420462,0.289457268,0.0205864,0.165315035,0.437305053,1642,1818
"513","CT",41.9872,-72.3045,714,0,0.042016807,0.198879551,0.019607843,0.043417366,0.676470588,1642,1818
"514","CT",41.9828,-73.0828,180,0,0,0.705555556,0,0,0.016666667,1642,1818
"515","CT",41.9793,-73.3112,1698,0.000588928,0.098939929,0.237926973,0.017667845,0.105418139,0.42343934,1642,1818
"516","CT",41.979,-72.559,343,0.002915452,0.253644315,0.081632653,0,0.008746356,0.647230321,1642,1818
"517","CT",41.9772,-72.02967,250,0.004,0.024,0.136,0.028,0.1,0.676,1642,1818
"518","CT",41.9757,-73.1973,1175,0.007659574,0.017021277,0.678297872,0.000851064,0.009361702,0.036595745,1642,1818
"519","RI",41.93,-71.69,163,0,0.042944785,0.073619633,0.006134969,0.09202454,0.760736196,1642,1818
"520","CT",41.9293,-72.9633,94,0,0.021276596,0.510638298,0.010638298,0,0.074468085,1642,1818
"521","CT",41.91,-71.86,1164,0,0.099656357,0.05670103,0.004295533,0.036082475,0.797250859,1642,1818
"522","CT",41.8997,-72.2582,532,0,0.005639098,0.182330826,0.020676692,0.052631579,0.69924812,1642,1818
"523","CT",41.8922,-72.1412,429,0,0.009324009,0.163170163,0.013986014,0.065268065,0.731934732,1642,1818
"524","CT",41.8813,-72.3727,385,0,0.031168831,0.119480519,0.020779221,0.096103896,0.72987013,1642,1818
"525","CT",41.873,-71.9985,156,0,0.064102564,0.115384615,0,0.070512821,0.711538462,1642,1818
"526","RI",41.87,-71.36,3096,0.002583979,0.019379845,0.199612402,0.010335917,0.07881137,0.6624677,1642,1818
"527","CT",41.87,-72.86,534,0.020599251,0.146067416,0.153558053,0.009363296,0.102996255,0.558052434,1642,1818
"528","CT",41.87,-72.57,77,0.025974026,0.038961039,0.155844156,0.090909091,0.064935065,0.623376623,1642,1818
