"","Lat","Lon","age","BNT","BBI","TBT","TBI","TBIR","BNI","total"
"59",41.378413,-72.00958,109,0,0,0.855358217940999,0,0.144641782059001,0,1.44945504
"60",41.589324,-71.993032,53,0,0,0.762911464245176,0.083427922814983,0.153660612939841,0,1.15319376
"61",41.431528,-71.967329,45,0,0.0595808990454757,0.940419100954524,0,0,0,8.33649354
"62",41.984515,-71.943266,92,0,0,0.0880716688186441,0,0.549770455740997,0.362157875440358,13.68583128
"63",41.75349,-71.931273,85,0,0,0.590877511435238,0.0191196372850999,0.326130170956303,0.0638726803233592,13.58105994
"64",41.506771,-71.882852,70,0,0.0312030646168385,0.12982854346322,0,0.838968391919942,0,12.92750712
"65",41.830311,-71.875492,85,0,0,0.273952519933263,0,0.696542202754905,0.0295052773118313,12.12789618
"66",41.573222,-71.861406,76,0,0,0,0,0.388565099868961,0.611434900131039,9.94749606
"67",42.121397,-73.467642,55,0,0,0.780786137866371,0.219213862133629,0,0,8.95797684
"68",42.28091,-73.354017,72,0,0.0313368399516221,0.274637619228907,0,0.604428076772668,0.0895974640468033,21.05936658
"69",42.100832,-73.303162,63,0,0.0269184294428511,0.602541891714831,0.370539678842318,0,0,14.98519224
"70",42.348067,-73.301867,77,0,0,0.692919075144509,0,0,0.307080924855491,1.28321712
"71",42.196623,-73.250552,53,0,0.220522514880242,0.70160024044336,0,0.0438893398762391,0.0339879048001595,19.41673086
"72",42.719999,-73.228969,49,0,0,0.890984116090088,0.109015883909911,0,0,19.38989718
"73",42.491893,-73.179661,73,0,0.0716159266788353,0.314034434412436,0,0.614349638908729,0,26.80242858
"74",42.33767,-73.156256,59,0.0478826970073314,0,0.841576859901446,0.110540443091222,0,0,6.8068647
"75",42.33767,-73.156256,72,0.0478826970073314,0,0.841576859901446,0.110540443091222,0,0,6.8068647
"76",42.546327,-73.153029,62,0,0.0269036485294015,0.905972721145628,0,0.06712363032497,0,15.69890268
"77",42.628862,-73.138353,25,0,0,0.686753476853693,0,0.313246523146307,0,10.83551634
"78",42.628862,-73.138353,81,0,0,0.686753476853693,0,0.313246523146307,0,10.83551634
"79",42.07635,-73.102001,84,0,0,0.529906280092771,0.301621675384622,0,0.168472044522607,24.12751428
"80",42.381723,-73.086263,79,0.0306954390942236,0.0878567988974312,0.835245670258871,0.039284943341533,0,0.00691714840794096,22.99193694
"81",42.165285,-73.066941,68,0,0.00661923012322304,0.437339990736641,0,0.435741806762252,0.120298972377884,21.43127484
"82",42.076245,-73.059271,86,0,0,0.852407788982438,0,0.147592211017562,0,3.99685482
"83",42.480328,-73.055354,71,0.28547413113014,0,0.71452586886986,0,0,0,19.0118259
"84",42.480328,-73.055354,75,0.28547413113014,0,0.71452586886986,0,0,0,19.0118259
"85",42.70442,-73.04579,86,0,0,0.952149598515931,0.0478504014840693,0,0,20.1391677
"86",42.555863,-73.019835,59,0,0.0372782592945148,0.500167642332194,0.462554098373291,0,0,14.15209374
"87",42.32558,-72.952302,50,0,0,0.771698790469903,0.228301209530097,0,0,17.01767988
"88",42.087222,-72.933253,35,0,0.133415862012049,0.606891144672774,0.113735523094275,0.122164452147121,0.0237930180737806,19.8258354
"89",42.087222,-72.933253,47,0,0.133415862012049,0.606891144672774,0.113735523094275,0.122164452147121,0.0237930180737806,19.8258354
"90",42.694496,-72.916777,80,0.00918157353173975,0.0149459859274099,0.58543721648753,0.0638916334139405,0.0974955374932448,0.229048053146135,19.98269244
"91",42.631357,-72.904619,63,0,0.10033097096809,0.785379717235673,0.0864301903083066,0.0278591214879303,0,15.1604838
"92",42.405178,-72.896958,77,0,0,1,0,0,0,2.52831078
"93",42.164138,-72.892223,98,0,0,0.350694006309148,0,0.0474500525762355,0.601855941114616,10.373508
"94",42.228974,-72.862905,86,0,0,0.420232316496332,0,0.23082768567485,0.348939997828818,3.51679374
"95",42.452199,-72.85745,79,0,0,0.377317243791535,0.207811246219369,0,0.414871509989095,10.60323048
"96",42.057536,-72.808746,50,0,0,0.806272541694571,0,0.193727458305429,0,13.51904796
"97",42.511136,-72.803226,71,0,0,0.813070283600493,0,0,0.186929716399507,20.3466924
"98",42.511136,-72.803226,74,0,0,0.813070283600493,0,0,0.186929716399507,20.3466924
"99",42.297699,-72.776996,47,0.0167022491435381,0.112059977161015,0.453085745494265,0,0.0891514820515367,0.329000546149645,10.9849014
"100",42.297699,-72.776996,56,0.0167022491435381,0.112059977161015,0.453085745494265,0,0.0891514820515367,0.329000546149645,10.9849014
"101",42.588833,-72.756868,82,0,0.133553935887981,0.610405033952361,0.0670666883757459,0.188974341783912,0,11.38915188
"102",42.354449,-72.75335,83,0,0.146791784905552,0.634555851749936,0,0.143319861266374,0.075332502078138,15.22189584
"103",42.506941,-72.749244,54,0,0.628703368677979,0.138653632689607,0,0.0220776273909764,0.210565371241437,8.89334694
"104",42.44952,-72.722139,70,0,0.011901338311586,0.195399665625198,0.00491488715256622,0.0719117042553987,0.715872404655251,33.56811558
"105",42.687266,-72.710605,81,0,0,0.234742768986906,0,0,0.765257231013094,25.73693514
"106",42.210781,-72.674735,63,0,0,0.0280385308082738,0,0.969373646964653,0.00258782222707344,11.99203704
"107",42.291614,-72.659086,65,0,0,0.703185352788703,0,0.296814647211297,0,13.90829994
"108",42.502544,-72.655545,87,0,0,0.354469889170784,0,0.393687408198691,0.251842702630525,16.3380024
"109",42.037243,-72.605585,85,0,0,0,0,0,0,0
"110",42.643454,-72.525462,68,0,0,0.568825083832784,0,0,0.431174916167216,22.55888934
"111",42.489722,-72.493515,58,0,0.468087685799767,0.334883378579067,0.0121622265230926,0,0.184866709098073,12.59661294
"112",42.254516,-72.480899,98,0,0.0649802894781544,0.62354660527996,0,0.301278108727104,0.0101949965147814,18.62224668
"113",42.556243,-72.439477,71,0,0,0.819801183241438,0,0.180198816758562,0,20.3273307
"114",42.311922,-72.396793,76,0,0,0.796381514460529,0,0,0.203618485539471,10.57192452
"115",42.100756,-72.392372,73,0,0,0.922082543555778,0,0.0779174564442217,0,15.01998876
"116",42.637178,-72.388266,73,0,0,0.754373379470084,0,0.205074104811069,0.0405525157188471,11.63223666
"117",42.395557,-72.370873,83,0,0.0726352381533207,0.160098391982273,0,0.419036002520786,0.34823036734362,13.4143857
"118",42.181539,-72.348201,65,0,0,0,0.00273918801202423,0.0181269794913368,0.979133832496639,10.83158946
"119",42.690216,-72.342366,37,0,0.0847403787416005,0.135377723477907,0,0.389126450824679,0.390755446955814,6.6961485
"120",42.690216,-72.342366,80,0,0.0847403787416005,0.135377723477907,0,0.389126450824679,0.390755446955814,6.6961485
"121",42.476115,-72.327905,61,0,0,0.937337215282271,0.0617296239154598,0,0.000933160802269447,26.30093328
"122",42.240115,-72.320302,69,0,0,0.0488479474221796,0,0.572533597548613,0.378618455029208,14.25691962
"123",42.069296,-72.224654,76,0,0,0.851297752418064,0,0.0901816157539489,0.0585206318279869,7.05414906
"124",42.619478,-72.191538,80,0,0.0310537004156188,0.055020538918335,0,0.483226733376897,0.430699027289149,24.78859362
"125",42.370292,-72.173831,87,0,0,0.163579965850882,0,0.00430421172453045,0.832115822424587,38.330712
"126",42.163039,-72.168453,85,0,0,0.3205998570768,0,0.6794001429232,0,5.18980824
"127",42.440877,-72.153097,50,0,0,0.236168788970302,0.0514522741383351,0.0204137344571759,0.691965202434187,45.15224796
"128",42.440877,-72.153097,71,0,0,0.236168788970302,0.0514522741383351,0.0204137344571759,0.691965202434187,45.15224796
"129",42.306957,-72.06939,39,0,0,0.122810357958873,0.877189642041127,0,0,2.00510856
"130",42.586977,-72.061865,88,0.000747874662311696,0.0428730597231337,0.43797219127276,0.13700605931104,0.00110273355820449,0.38029808147255,14.29362504
"131",42.366201,-72.018574,100,0,0,0.207092525052229,0.000578355346246002,0.32874190007436,0.463587219527165,36.96633936
"132",42.688099,-72.00554,90,0.00808826945412311,0.0145691056910569,0.212761904761905,0,0.3347131242741,0.429867595818815,11.739735
"133",42.452169,-71.944689,66,0,0,0.0950201259901351,0.0776672325070148,0.0332094231917911,0.794103218311059,26.57085174
"134",42.298008,-71.86756,88,0,0,0.95232923425475,0,0.0154348020725066,0.0322359636727433,14.01061698
"135",42.592338,-71.857384,86,0,0,0.629916358244768,0,0.280431903840277,0.0896517379149548,4.81877262
"136",42.632016,-71.854632,108,0,0,0.767662895385085,0,0.209103394153424,0.0232337104614915,12.5095671
"137",42.442985,-71.804992,89,0,0.0135290933857542,0.0741746025677914,0,0.630030402230973,0.282265901815482,27.10654362
"138",42.176523,-71.792039,40,0,0,0.197470651619123,0.00718822662054103,0.795341121760336,0,11.54044584
"139",42.176523,-71.792039,79,0,0,0.197470651619123,0.00718822662054103,0.795341121760336,0,11.54044584
"140",42.666797,-71.775681,72,0,0,0.0172553324293493,0,0.55700049503885,0.425744172531801,25.3398294
"141",42.119112,-71.728449,80,0,0,0.0864398558758315,0,0.377723115299335,0.535837028824834,7.8712128
"142",42.490487,-71.726661,76,0,0,0.31731342243287,0.0847270382825977,0,0.597959539284532,31.2999606
"143",42.341736,-71.698278,80,0,0,0.880999877322211,0,0,0.119000122677789,20.45064564
"144",42.01976,-71.697474,86,0,0,0.0406119838434249,0,0.145610818099901,0.813777198056674,8.65533438
"145",42.565086,-71.688326,83,0,0,0.0277153760792487,0,0,0.972284623920751,8.06035752
"146",42.431089,-71.660888,75,0,0.0253197937416578,0.609374936609233,0,0.357312961738347,0.00799230791076203,13.44340098
"147",42.695713,-71.601042,76,0,0,0.00104823197865046,0,0,0.99895176802135,53.27919882
"148",42.484204,-71.585426,96,0,0,0.0652264062604508,0,0.365045816333356,0.569727777406194,12.2314131
"149",42.078651,-71.495296,58,0,0,0,0,1,0,0.19399878
"150",42.604396,-71.45778,60,0,0,0.0250836604206648,0,0,0.974916339579335,5.65541622
"151",42.432394,-71.420948,88,0,0,0.0363980065303317,0,0,0.963601993469668,30.1499847
"152",42.432394,-71.420948,92,0,0,0.0363980065303317,0,0,0.963601993469668,30.1499847
"153",42.557522,-71.418896,88,0,0,0.125869141375672,0,0.175612562688824,0.698518295935505,23.41418562
"154",41.915659,-71.318187,79,0,0,0.440237574565547,0,0.471474230405921,0.0882881950285322,4.21490574
"155",42.35558,-71.316714,51,0,0,0.41182129668687,0,0.575154111996685,0.0130245913164458,7.36993566
"156",42.35558,-71.316714,75,0,0,0.41182129668687,0,0.575154111996685,0.0130245913164458,7.36993566
"157",41.847553,-71.303881,73,0,0,1,0,0,0,20.56834296
"158",42.056604,-71.298005,61,0,0,1,0,0,0,2.23592184
"159",42.6022,-71.291455,53,0,0,0.937249855418826,0,0.0627501445811742,0,14.24033946
"160",42.741131,-71.175133,84,0,0.0828956242719042,0.367362232350276,0,0.331994658927562,0.217747484450258,16.01152596
"161",42.039167,-71.159898,73,0,0,0.589336376544275,0,0.270401677304635,0.14026194615109,20.5503993
"162",41.806203,-71.134277,63,0,0,0.543290693388306,0,0.456709306611694,0,15.98000184
"163",42.590057,-71.117832,71,0,0,1,0,0,0,0.196344
"164",41.655651,-71.082925,60,0,0,0.0883542928835766,0,0.0758227693551307,0.835822937761293,25.90879068
"165",41.899099,-71.07235,44,0,0,0.362890257347998,0,0.615080538898002,0.0220292037540001,10.1408949
"166",42.161616,-71.066117,40,0,0,0.465480414052468,0.00175868846872395,0.243922179556616,0.288838717922192,8.96239458
"167",41.933945,-71.045609,56,0,0,0.600280425185213,0.399719574814787,0,0,2.87845758
"168",42.135528,-71.043115,76,0,0,0.7209424369037,0,0.2790575630963,0,19.01880702
"169",42.731477,-71.024441,64,0,0.156983604828236,0.225768173457885,0,0.599422510234622,0.0178257114792572,8.27322714
"170",42.470983,-70.99545,100,0,0,0.033396897387002,0,0.224378962016183,0.742224140596815,8.46591696
"171",41.774678,-70.975716,57,0,0,0.389349898051117,0,0,0.610650101948883,17.2529109
"172",42.560235,-70.956908,28,0,0.164566631915735,0.835433368084265,0,0,0,6.06855672
"173",42.610762,-70.922324,60,0,0,0.841672947952301,0,0,0.158327052047699,5.64390828
"174",42.878271,-70.913004,68,0,0,0.262471579978313,0,0.136349644968344,0.601178775053342,15.5924406
"175",41.691899,-70.870036,62,0,0,0.414622171193764,0,0.415422847992265,0.169954980813971,7.22044152
"176",41.790179,-70.799773,77,0,0,0.138759624950349,0,0.320708993976321,0.54053138107333,14.96670318
"177",42.07909,-70.786388,59,0,0,0.319562928457569,0,0.0867427934374073,0.593694278105024,16.73118126
"178",42.619096,-70.762936,73,0,0,1,0,0,0,9.18868104
"179",41.836312,-70.729503,89,0,0,0,0,0.0701198508010792,0.929880149198921,17.97054822
"180",41.372515,-70.708327,46,0,0,0.233847205717169,0.390939132982793,0.375213661300037,0,3.35033766
"181",41.925065,-70.664341,51,0,0,0,0,0,0,0
"182",41.772313,-70.62028,71,0,0,0,0,0.216986988635644,0.783013011364356,21.5244837
"183",41.727158,-70.483029,39,0,0,0.0231601068254455,0,0.976839893174555,0,1.24574814
"184",41.681224,-70.142489,44,0,0,1,0,0,0,7.62229224
"185",41.681224,-70.142489,52,0,0,1,0,0,0,7.62229224
"186",41.884256,-69.984335,61,0,0,0,0,0,0,0
"187",41.660231,-69.967241,41,0,0,0,0,0,0,0
"188",45.13169,-71.05672,77,0.424394833287511,0.199908692153831,0.375696474558658,0,0,0,21.62298294
"189",45.1993,-71.01079,58,0.369890029933814,0.186007697266385,0.444102272799801,0,0,0,17.09054532
"190",44.95857,-71.00817,49,0,0,1,0,0,0,15.5845323
"191",45.10497,-70.99718,137,0.378238742084709,0,0.621761257915291,0,0,0,14.83171668
"192",44.50094,-70.98479,49,0.484036493454978,0.488920269734232,0.0270432368107894,0,0,0,17.1869175
"193",44.27202,-70.98409,61,0.782131631674406,0.0551899647703425,0.0750268258173565,0,0,0.0876515777378952,11.48710572
"194",44.27202,-70.98409,87,0.782131631674406,0.0551899647703425,0.0750268258173565,0,0,0.0876515777378952,11.48710572
"195",44.08064,-70.96429,49,0,0,0.762453489523648,0,0.171459191036034,0.0660873194403181,15.42020328
"196",45.26618,-70.95966,80,0,0,1,0,0,0,17.84150658
"197",43.81046,-70.95045,42,0.177052441450347,0.126765032524195,0.476415382174544,0,0.219767143850914,0,8.93790612
"198",43.54356,-70.9434,90,0.124171620763657,0.187986336661717,0.289002691740606,0,0.0386288388785988,0.360210511955421,10.39439682
"199",45.03737,-70.94288,22,0.998486748047949,0,0.00151325195205103,0,0,0,12.3983055
"200",44.575,-70.93548,76,0.364535842244389,0.409328286037965,0.226135871717646,0,0,0,47.37257136
"201",44.80314,-70.92975,51,0.406126286338897,0,0.593873713661103,0,0,0,19.25992836
"202",43.83302,-70.91736,59,0,0.0102055274793546,0.390705667355755,0,0.355427749297893,0.243661055866998,15.01175322
"203",44.32299,-70.91269,67,0.226938623819115,0.0185821583750476,0.754479217805837,0,0,0,23.77409508
"204",44.11266,-70.90496,53,0.0538921131302418,0.0397658017526377,0.457216907094804,0,0.404646328998071,0.0444788490242452,12.75248826
"205",44.864634,-70.892107,31,0.264081130820742,0.0633457571024265,0.672573112076831,0,0,0,14.10644376
"206",44.864634,-70.892107,70,0.264081130820742,0.0633457571024265,0.672573112076831,0,0,0,14.10644376
"207",43.64121,-70.89002,42,0,0.0544226066925763,0.117782198707802,0,0.824955807808622,0.00283938679100019,8.85505986
"208",43.39659,-70.8864,62,0.0853183729261546,0,0.71362956148818,0,0,0.201052065585665,16.83791604
"209",44.64416,-70.87964,25,0.00190512478567346,0,0.998094875214327,0,0,0,11.73749886
"210",44.64416,-70.87964,74,0.00190512478567346,0,0.998094875214327,0,0,0,11.73749886
"211",44.45911,-70.87847,25,0.729703516345587,0.137477892094403,0.0171157978814446,0,0,0.115702793678565,2.86787682
"212",44.40032,-70.87026,42,0.0195375419201989,0.142989295625743,0.132332802807001,0.00517885632312693,0.113762465932357,0.586199037391573,28.47658842
"213",44.40032,-70.87026,62,0.0195375419201989,0.142989295625743,0.132332802807001,0.00517885632312693,0.113762465932357,0.586199037391573,28.47658842
"214",44.16925,-70.86683,57,0.0116433214610851,0.0714451134784622,0.804958393892447,0,0.111953171168006,0,13.65921576
"215",45.18419,-70.84089,76,0.0357705034491784,0,0.964229496550822,0,0,0,29.1739914
"216",43.47718,-70.83618,67,0,0.09098287964647,0.47696493258579,0,0.416458987809827,0.0155931999579131,18.1424583
"217",44.4907,-70.83018,65,0,0,0.786712486929244,0,0.213287513070756,0,10.01441664
"218",44.4907,-70.83018,80,0,0,0.786712486929244,0,0.213287513070756,0,10.01441664
"219",45.08464,-70.82722,52,0.220443253740441,0.115427413124677,0.664129333134883,0,0,0,7.69521222
"220",44.81973,-70.8222,23,0.714401852959674,0.177511389259583,0.108086757780743,0,0,0,7.11125244
"221",43.24452,-70.82171,44,0,0,0.0512415790672698,0,0,0.94875842093273,13.40680464
"222",44.25917,-70.8118,22,0,0,0.490994152046784,0,0.134736842105263,0.374269005847953,2.0984265
"223",44.70832,-70.80507,73,0.00591222943126191,0.638624931840878,0.0262527493398521,0,0.21250329308116,0.116706796306848,8.90207334
"224",43.95981,-70.7962,43,0,0,0.81451236342129,0,0,0.18548763657871,5.25618342
"225",44.00868,-70.79448,69,0,0.024313955212277,0.14880545581434,0,0.267637923116699,0.559242665856684,15.08298246
"226",45.0046,-70.7896,84,0.661720910161265,0.334395294694278,0,0.00388379514445693,0,0,10.23732162
"227",43.60084,-70.78157,19,0,0.993996463207218,0.0016219686644665,0,0.00112636712810173,0.00325520100021401,4.84211574
"228",43.73432,-70.78043,54,0,0,0.92409766168967,0.035276279779987,0.0406260585303432,0,10.14384006
"229",44.78802,-70.76412,30,0.871408130500955,0.127847971549699,0.000743897949346622,0,0,0,14.37003558
"230",44.12603,-70.7623,50,0,0.00110296798658208,0.48740246481441,0,0.330571355647925,0.180923211551083,5.98325616
"231",45.26267,-70.76192,60,1,0,0,0,0,0,6.9745752
"232",44.83611,-70.7604,89,0.531740060485358,0.308976912296231,0.159283027218411,0,0,0,7.3939878
"233",44.32569,-70.74654,66,0.0036244195265602,0.0507481657668542,0.824945570783152,0,0.120681843923434,0,8.66760588
"234",44.55285,-70.72784,70,0.0801686981508087,0,0.919831301849191,0,0,0,5.8840479
"235",43.85854,-70.72608,30,0,0.0633503007866729,0.936649699213327,0,0,0,4.7144376
"236",45.32053,-70.72414,81,0.518843907776862,0.291775549319067,0.189380542904072,0,0,0,24.27308154
"237",44.85473,-70.71088,83,0.0125775374795369,0.11003386341544,0.877388599105023,0,0,0,25.75329714
"238",43.14884,-70.69929,55,0,0.22034200429016,0.00580682195836732,0,0.067544336686909,0.706306837064564,36.1043892
"239",43.92767,-70.69615,45,0,0.0115110871296796,0.569574904655457,0,0.117753722933712,0.301160285281152,14.85849582
"240",44.38813,-70.69547,25,0.233319199784142,0.305053386269899,0.325155147824076,0,0.136472266121883,0,2.82986244
"241",43.39737,-70.69134,18,0,0,0.403104108839282,0,0.382814027131631,0.214081864029086,1.39507866
"242",44.60864,-70.68342,28,0.0612790529412981,0.0783059887130228,0.184484885235283,0.000833775487000682,0,0.675096297623395,7.91500842
"243",43.4461,-70.67164,65,0,0,0.0370205631778835,0,0.745249255825093,0.217730180997023,7.9702029
"244",45.1581,-70.66548,35,0.755362667067127,0.244637332932873,0,0,0,0,9.0795465
"245",43.87629,-70.66532,50,0,0.025070211773891,0.224086704763557,0,0.750843083462552,0,10.05946668
"246",43.69492,-70.66222,36,0,0,0.00201277068295391,0,0.253515408106607,0.744471821210439,15.7162464
"247",43.20581,-70.64771,59,0,0.143783811241206,0.254768496177584,0,0.279521499504737,0.321926193076474,10.7370171
"248",43.63518,-70.64147,48,0,0,0.116050764956069,0.0314584343148165,0.111268509479174,0.74122229124994,15.97792932
"249",44.65657,-70.63914,55,0,0,1,0,0,0,4.39248798
"250",44.99184,-70.61773,82,0.622163930202265,0.0898667315592837,0.287969338238452,0,0,0,15.24043944
"251",45.24068,-70.61045,78,0.63740302301823,0.0155904933055959,0.347006483676174,0,0,0,16.17607314
"252",44.21009,-70.60946,73,0,0,0.14902685081875,0,0.433586683252395,0.417386465928854,18.72178218
"253",43.40323,-70.60862,63,0,0,1,0,0,0,15.97874742
"254",45.46179,-70.60826,30,0.254523970290344,0.0794058068872383,0.666070222822417,0,0,0,4.8464244
"255",43.43512,-70.59906,8,0,0,0.0305025158752829,0,0.969497484124717,0,12.4108497
"256",43.43512,-70.59906,40,0,0,0.0305025158752829,0,0.969497484124717,0,12.4108497
"257",44.775436,-70.584064,67,0.577412744579587,0.226410188612727,0.196177066807686,0,0,0,24.7524336
"258",44.06808,-70.57963,62,0.0239032780021951,0.20339567987146,0.52690179571608,0,0.245799246410265,0,9.64016316
"259",44.5356,-70.57272,69,0.195900281654704,0.0861178476828135,0.0640816868530853,0,0,0.653900183809397,7.80374682
"260",43.60049,-70.55544,64,0,0,0.394221715095991,0,0,0.605778284904009,9.84654252
"261",45.06557,-70.55538,55,0.345788558196118,0,0.654211441803882,0,0,0,10.22177772
"262",45.5371,-70.55496,57,0.601202469414401,0.274754589854769,0.124042940730831,0,0,0,20.30164236
"263",45.30881,-70.53428,24,1,0,0,0,0,0,4.96493982
"264",44.8424,-70.53065,35,0.568835502168835,0,0.431164497831165,0,0,0,3.2691276
"265",44.34095,-70.52676,46,0.265681567763261,0.0940943255155045,0.520649693058398,0,0.0262130096017629,0.0933614040610735,11.08776384
"266",43.36366,-70.52262,54,0,0,0.105758553222992,0.0818994236158849,0.812342023161123,0,5.1570297
"267",44.60746,-70.50866,42,0,0.0942979330007127,0.905702066999287,0,0,0,2.2955886
"268",45.48977,-70.50823,25,0,0.00111233682662254,0.998887663173377,0,0,0,5.9328612
"269",43.90288,-70.50806,64,0.137360811338877,0.0149587866437318,0.678225397068867,0,0.0304032956076824,0.139051709340842,14.93408826
"270",44.35921,-70.50482,23,0.417108689362523,0.104783489246793,0.450236281222876,0,0,0.0278715401678079,2.26210104
"271",44.13265,-70.50243,71,0,0.0221480828606498,0.380221372683671,0,0.597630544455679,0,10.08646398
"272",45.60325,-70.48582,92,0.264360843938079,0,0.735639156061921,0,0,0,21.93909678
"273",45.1418,-70.48494,20,0.53267794706547,0.196331753364398,0.0247558179180511,0,0,0.246234481652082,16.31629548
"274",45.1418,-70.48494,63,0.53267794706547,0.196331753364398,0.0247558179180511,0,0,0.246234481652082,16.31629548
